Geneid	logFC	logCPM	PValue	FDR
YBR054W	-1.81731970909635	11.1604624718259	9.91168555660308e-08	6.22592155543836e-06
YMR280C	1.76461166793891	8.1718428821024	1.02775970004137e-07	6.38156080416494e-06
YGR234W	-1.89079389556462	10.3980479957861	1.07504620044448e-07	6.5822959615544e-06
YOR178C	1.58828651306967	9.64657109176197	1.08445823876035e-07	6.5822959615544e-06
YPR026W	1.80560112556834	7.4306392226315	1.10425420657439e-07	6.6279791376832e-06
YIL136W	2.30727891053593	9.34791665763181	1.13390207924057e-07	6.73114179346982e-06
YPR167C	1.9797149409969	7.67622203911016	1.19752722904148e-07	7.03156749052401e-06
YMR250W	2.03722016045557	7.53907973185095	1.3259069837941e-07	7.70166615747925e-06
YPL240C	3.19546667464028	12.1382757820489	1.36203886746562e-07	7.78772679183795e-06
YLL040C	1.56353253226446	9.70112587110722	1.36955580382193e-07	7.78772679183795e-06
YDL022W	1.59148605450477	8.3541675815982	1.42574834140683e-07	8.02280472945802e-06
YER067W	2.61540589856124	10.4198311685548	1.50175453761219e-07	8.35855098432704e-06
YLR056W	-2.72339394415011	8.09634947311086	1.51931022948838e-07	8.35855098432704e-06
YKL091C	2.08593967489474	6.47992943363777	1.53208388797961e-07	8.35855098432704e-06
YBR201C-A	2.09208392528699	7.3977393324114	1.55290630394606e-07	8.35855098432704e-06
YDR258C	2.3445423680941	11.2643075517232	1.56277980269721e-07	8.35855098432704e-06
YPR002W	-2.45235069657747	5.9631914642464	1.59440281809908e-07	8.37751445584688e-06
YFR017C	2.13685782791634	8.10038213193939	1.61639752010471e-07	8.37751445584688e-06
YIR019C	2.31220229559994	12.8014956136734	1.62792667869198e-07	8.37751445584688e-06
YHR179W	-1.86508675863641	9.00639616167982	1.62835804861889e-07	8.37751445584688e-06
YPR103W	1.63726447000455	8.48867097054925	1.65205968966581e-07	8.38802266424776e-06
YDR388W	1.77304550107355	7.5420872327426	1.66145580354408e-07	8.38802266424776e-06
YBR068C	-2.07055133604846	6.88265627115143	1.68186438631814e-07	8.41243649526908e-06
YBR214W	1.88780197858296	7.33306034876353	1.75725371437952e-07	8.70888492209006e-06
YNR014W	2.23357496395333	5.77752791623387	1.79472983471709e-07	8.81375506103791e-06
YKL085W	2.07238247862771	10.8006534874793	1.83626988002378e-07	8.93651341611571e-06
YDR253C	3.46428976301364	7.39391497000512	1.86249207866377e-07	8.98319840084079e-06
YFR022W	2.23609870470078	5.82498610487883	1.90980737672192e-07	9.12989331774499e-06
YOR285W	1.76535484096541	8.63787459329087	1.94246101467669e-07	9.19951885891843e-06
YIR016W	2.16954323922609	5.80686858476792	1.9584314490478e-07	9.19951885891843e-06
YFL054C	-7.6895159190996	4.39354997089007	1.98821480934125e-07	9.25891068970814e-06
YHL016C	-2.05750780610927	7.21442695623166	2.1120327797325e-07	9.75145391120938e-06
YKR011C	2.28761454993492	7.95440309236971	2.19472834727172e-07	1.00473919762388e-05
YKL182W	-2.56748759420827	10.6593755431536	2.26029723035296e-07	1.02606097801401e-05
YGR157W	-2.47346290132752	8.21374343378757	2.35012864362047e-07	1.05794957773648e-05
YJL161W	2.39841844060799	5.27113132895707	2.45875336588765e-07	1.09770129607645e-05
YPL273W	-2.53541401359498	5.59910145949268	2.48407497606606e-07	1.09991582136958e-05
YOR317W	1.43725272932769	8.81249349247537	2.53456358649007e-07	1.1131473572536e-05
YPR030W	1.7844372860154	7.76741645570117	2.55794889141735e-07	1.11435805737391e-05
YNCD0033W	1.75826941399639	7.35067971140909	2.78099013304661e-07	1.20183269589742e-05
YDR463W	1.86661412618974	7.30395635602703	2.87022892847498e-07	1.22891985265649e-05
YLR109W	2.21711912863488	8.22832450200873	2.90075855641965e-07	1.22891985265649e-05
YER033C	2.30217529678559	6.97168895097771	2.91191671862331e-07	1.22891985265649e-05
YBR114W	1.70465124251391	7.00310841063022	2.93608472204474e-07	1.22951392778959e-05
YJL217W	5.84967025923878	3.63600899280795	2.99172714605763e-07	1.24317769561564e-05
YMR118C	1.99831601972107	6.80130432990347	3.05563670263171e-07	1.26004194409286e-05
YAR015W	-2.05583858974408	6.7619973264944	3.12911967359322e-07	1.28056852096595e-05
YDR001C	1.5359863794073	9.10069577404449	3.24926142447151e-07	1.31973761015001e-05
YFL052W	-8.040632072729	4.65149289372228	3.32008292487905e-07	1.33843940001467e-05
YDR461W	2.13490626793286	5.5697667570506	3.34579541962838e-07	1.33881384124685e-05
YGR236C	2.91190879521228	8.03981239581215	3.419369274746e-07	1.35819358986602e-05
YCR012W	-2.04796125318649	12.0969119931951	3.55517283683812e-07	1.40182800471529e-05
YLR190W	1.70523714452904	6.65038379187923	3.73724339055207e-07	1.45699694021809e-05
YJL172W	-2.09171938788468	9.0702307469328	3.74902952036866e-07	1.45699694021809e-05
YJR010W	1.64248917496473	6.92618170466171	4.03925945546913e-07	1.55857711274602e-05
YKL165C	-1.91838708637339	6.61186331955041	4.30649637707215e-07	1.64990733538608e-05
YHR183W	-1.59841275384721	9.09093928491707	4.38913187439958e-07	1.66972467503567e-05
YIL077C	1.6412231845947	6.18841470170426	4.47166056468148e-07	1.6779592867073e-05
YJR127C	1.51804905590651	8.09826706070727	4.49954490358337e-07	1.6779592867073e-05
YCR106W	-8.47096941574571	5.10020321796252	4.50396328346092e-07	1.6779592867073e-05
YGR244C	-1.82826188069685	8.47447799923178	4.83833684733039e-07	1.79018463351224e-05
YBR294W	-1.99990292375271	6.99357889556895	4.9250175913e-07	1.79791492709097e-05
YDL079C	2.00148092560431	7.19711457037307	4.92579432079718e-07	1.79791492709097e-05
YIL107C	1.79361225405918	7.88686703643804	5.02006976271942e-07	1.8200279770611e-05
YDR273W	2.97457496484255	6.54729659192293	5.15221421672332e-07	1.85548407991596e-05
YHR027C	1.4033882674345	9.53058172796442	5.21383956025006e-07	1.86524247049476e-05
YBR126C	1.39868230705785	8.87699456237857	5.30130586133198e-07	1.88405620150759e-05
YLR356W	1.78339667584683	6.42175703934	5.45523898758335e-07	1.92609156934152e-05
YDL059C	2.20958379931593	6.48512102134163	5.52604035448132e-07	1.93842012953949e-05
YLL046C	2.81677963246957	5.00396439912626	5.69073785223803e-07	1.97649506106477e-05
YMR246W	-3.0120346125094	7.17173839982281	5.70776063543325e-07	1.97649506106477e-05
YHR138C	1.5771829524966	8.40318064539001	5.76171203245855e-07	1.98246932479879e-05
YDR358W	1.77135930927989	7.00578642705346	6.07569139494858e-07	2.07727119718432e-05
YBR059C	1.42994358637546	7.81868904214986	6.25561378330612e-07	2.12533494700753e-05
YKL043W	1.42918701238742	7.98801900358131	6.58252231703064e-07	2.22242409728747e-05
YKL001C	1.84076119327313	7.46435662659827	6.76308376642176e-07	2.26920363392611e-05
YER103W	2.19011175834876	10.2730414523644	7.86437803891737e-07	2.62243025717479e-05
YDL223C	1.6821587228902	9.55477252600374	7.9524325794958e-07	2.63552397511879e-05
YML116W	-2.08615438057456	6.16316240716361	8.14627411699782e-07	2.68330321829404e-05
YKL129C	1.95484056391523	7.43600050284142	8.19834658821956e-07	2.68408898603407e-05
YLR439W	1.78141397289284	5.7187378192732	8.70610792230578e-07	2.83315632507806e-05
YGL222C	1.87868416516495	6.87481187510914	9.12297442936266e-07	2.95103639924653e-05
YML128C	1.5380813167438	8.54114139732205	9.21885324929352e-07	2.96430031265974e-05
YJL102W	1.3279815860367	7.64216305231931	9.37896387870796e-07	2.99793863152547e-05
YER169W	1.41828940559127	7.53025205022467	9.73388837974653e-07	3.09308617808181e-05
YBR105C	1.45749152981916	7.34730311540756	1.01029067407139e-06	3.19157322885009e-05
YLR285C-A	2.24973304173171	6.00142341703931	1.03051674678353e-06	3.20201764556975e-05
YHL034C	1.57265191575744	9.05289571540216	1.0309098327819e-06	3.20201764556975e-05
YOR315W	2.7386617776058	4.32964895110377	1.03137924903579e-06	3.20201764556975e-05
YNR043W	-2.03176408006843	6.42486327141572	1.04432709218612e-06	3.2126945812801e-05
YER043C	-2.16153727916501	8.08080389574805	1.04671278471917e-06	3.2126945812801e-05
YMR015C	-2.29573342137794	8.69857797207551	1.06540057335825e-06	3.25157847304027e-05
YDR430C	1.52673526319215	6.56871554068592	1.07490458006665e-06	3.25807395966808e-05
YJL020C	2.14764318044155	8.53065466165534	1.07959133428468e-06	3.25807395966808e-05
YAL005C	1.50426570163142	10.6481017382128	1.10547203659861e-06	3.31764441205871e-05
YPL004C	1.42547367950462	8.83693551602978	1.12127455640884e-06	3.34647798548097e-05
YHR146W	2.91091288323035	8.32065113693415	1.20105248019735e-06	3.51140190037595e-05
YMR241W	-2.14756639593652	7.40333801878816	1.20227829197433e-06	3.51140190037595e-05
YML100W	1.72547180232439	8.86813757312884	1.20615114868005e-06	3.51140190037595e-05
YCR005C	-2.4041324460649	7.07824762126787	1.21226512055991e-06	3.51140190037595e-05
YIL075C	1.62616089673443	9.54135634919486	1.21301698292549e-06	3.51140190037595e-05
YGL253W	-2.37502114836121	7.64303351576185	1.21553527465809e-06	3.51140190037595e-05
YPR191W	1.5375721475119	10.4655151027383	1.28521516795419e-06	3.6929427326003e-05
YDR135C	-1.92854457052843	8.81021481361148	1.29770192653894e-06	3.70862504878908e-05
Q0250	-2.36635912791241	11.1632566925621	1.30440347884103e-06	3.70862504878908e-05
YLR023C	-1.80533565188901	7.069077900302	1.32509880230407e-06	3.74774017279927e-05
YMR058W	-2.36258863796578	5.9493079254184	1.33764192831074e-06	3.76351130038261e-05
YDR527W	1.93103167179411	7.27541651981604	1.37035527926313e-06	3.83557472465254e-05
YDL007W	1.43067101157807	8.97831143371366	1.39810694551597e-06	3.89307923694706e-05
YNL069C	-1.69523577885265	8.11626810049247	1.40781774417589e-06	3.90001613027597e-05
YGL209W	1.79017274687183	6.23865627486926	1.43556805184418e-06	3.95660133472565e-05
YGR186W	1.58534524500412	8.70701117844173	1.48787726945998e-06	4.06840109562996e-05
YOR065W	1.99341106322634	9.17978259129267	1.49683674109459e-06	4.06840109562996e-05
YLR079W	2.20077785470607	6.21224257833337	1.51043277611295e-06	4.06840109562996e-05
YDR254W	1.54159330325185	6.60903912629513	1.5111558206167e-06	4.06840109562996e-05
YDR174W	1.42166336230118	7.61426976775172	1.51378863424958e-06	4.06840109562996e-05
YGL036W	1.67332639178497	7.04107349994066	1.55303266660103e-06	4.15320914107859e-05
YNL115C	1.39700824734074	7.87281721881312	1.56617603833931e-06	4.16772559562018e-05
YAL038W	-1.47322687794315	10.7420062323614	1.61188451746316e-06	4.26833341339998e-05
YCL025C	-2.48076221423821	9.13475162570235	1.62705319745918e-06	4.27103661876369e-05
YPL092W	1.33436933339726	8.29656373542429	1.62871814784398e-06	4.27103661876369e-05
YDR033W	-1.71569852015659	10.0542963029305	1.64538043613662e-06	4.29388652947345e-05
YBL027W	-1.25904373686569	8.68478222328196	1.65385330900058e-06	4.29524787270247e-05
YGL096W	1.4558295717911	7.70552234199714	1.67012272330603e-06	4.30747300571536e-05
YDR479C	1.56605350723416	6.38357314038834	1.67450820288824e-06	4.30747300571536e-05
YOL159C	7.44353089237466	3.493668510424	1.68588653065448e-06	4.31618911781777e-05
YJL212C	-2.39950767381227	7.70718400219924	1.70051261429909e-06	4.33309865209609e-05
YHL048W	-1.67442584780566	6.01547134099138	1.71388346134201e-06	4.3466659428026e-05
YDR055W	1.89668354280469	8.92952923729779	1.76316661261773e-06	4.45075983241168e-05
YFL015C	3.01233134878438	4.25429670234449	1.77301716346969e-06	4.45480870561083e-05
YLR177W	1.69272170552627	7.55696711647415	1.84786222661513e-06	4.60226530997447e-05
YMR175W	3.61605996746292	10.5597073108677	1.84874411748327e-06	4.60226530997447e-05
YGL163C	1.42569128093375	7.57179660815893	1.86660519290972e-06	4.61958452266815e-05
YHR104W	1.41089636531785	8.32203738049989	1.87280453621682e-06	4.61958452266815e-05
YNCJ0028C	1.78742556993132	5.71511698004032	1.93740110552673e-06	4.75720035093426e-05
YCL012C	1.83606342330552	5.85320850978893	1.95506167873061e-06	4.77884307172071e-05
YIR031C	-2.11809535029562	6.9410854417051	1.9756389897254e-06	4.79366240467262e-05
Q0045	-1.8353034088596	11.5767994298269	1.97887211447981e-06	4.79366240467262e-05
YOL123W	1.43453654647099	8.14110275830941	2.01006533596365e-06	4.84748792181948e-05
YCL035C	1.61708434942916	8.77499277732718	2.05319722141213e-06	4.92949839558593e-05
YEL039C	2.98964582533755	10.2219887341751	2.08468794151213e-06	4.98295763718962e-05
YJL088W	1.9088840181041	5.5183091109459	2.13784647804158e-06	5.0875095481853e-05
YMR291W	1.51785900849703	7.32799098545306	2.15010583474762e-06	5.0876407011853e-05
YMR206W	2.29331125858746	4.78063014571328	2.15673772782568e-06	5.0876407011853e-05
YEL066W	-1.93514091748846	6.35264745804118	2.18971451883425e-06	5.1429729698881e-05
YGL006W	1.43334840324684	8.6723699651686	2.26160329985975e-06	5.28882295491013e-05
YIL036W	1.67762227076705	6.53112881374347	2.2757742399407e-06	5.29902260524122e-05
YNCD0034C	1.92401175581944	7.03170779535527	2.34185474330035e-06	5.42948468811523e-05
YDR399W	-1.47386935920901	7.18432202256157	2.37492867726696e-06	5.48263449341715e-05
YBR112C	1.99365890101886	6.99835390019022	2.42203237588525e-06	5.56758250831154e-05
YDL124W	1.33163145168638	8.4381739018706	2.55144998000979e-06	5.8402257593275e-05
YJL151C	1.33667850864448	8.97125311580486	2.61206276152029e-06	5.9537396783682e-05
YOL052C-A	1.85377879800763	9.26110947244334	2.6382492920857e-06	5.97437801957075e-05
YHR007C	-1.88376720000574	9.14962692941808	2.64386502633295e-06	5.97437801957075e-05
YDL048C	1.22254181677736	8.88392221100459	2.65429604719915e-06	5.97437801957075e-05
YPR160W	1.3396539298485	10.2193567862675	2.76278800519597e-06	6.18784951851522e-05
YNCE0017W	1.58838448419118	7.00489078730876	2.77204661880911e-06	6.18784951851522e-05
YGR090W	-1.88537600916585	6.23909926505447	2.8931135500705e-06	6.43152238579459e-05
YDL070W	2.18866157394103	9.42890390459756	2.91834546670189e-06	6.46102549636213e-05
YGL114W	-1.95408117689165	7.16726828265098	2.95134745583793e-06	6.48712502176509e-05
YJL089W	1.65708269839714	6.6165903290674	2.95415171298447e-06	6.48712502176509e-05
YPL223C	1.97861048572546	7.34634585171977	2.97189641309309e-06	6.49966980709671e-05
YFL014W	2.87179528285998	11.3103825192538	2.99968957116569e-06	6.53400123525688e-05
YER053C	1.54108496981629	11.642340640369	3.06911952323286e-06	6.65838701385698e-05
YHR180W	-7.48340988646458	4.74260006354181	3.16972643314706e-06	6.84914487674416e-05
YPL106C	1.37321782489577	10.198514028843	3.19367765620314e-06	6.8734050592866e-05
YKL148C	1.41051398450697	9.81226409069119	3.22307612000881e-06	6.90914968265381e-05
YFL050C	-1.77981376980271	6.50263701141417	3.26513583365044e-06	6.95599225451213e-05
YLR307C-A	2.6063141848386	3.86782884899228	3.2706812896077e-06	6.95599225451213e-05
YDR171W	2.2108071329464	10.7036207929228	3.46704599255903e-06	7.34469900070741e-05
YOR350C	-1.65305854950206	6.94985694144179	3.54245450695584e-06	7.47513251819354e-05
YOR067C	-2.00970674942008	6.3665993849843	3.58544353606679e-06	7.53640699682209e-05
YKL212W	-1.49731411565453	6.91929810406808	3.87218756137838e-06	8.10758031262249e-05
YNL142W	-1.93680394805354	10.2803956443032	3.91183515848427e-06	8.12532489154854e-05
YKL065W-A	3.15606036732128	4.53455042732459	3.92023083971124e-06	8.12532489154854e-05
YPL154C	1.30096823150479	10.1544225307888	3.92578636929687e-06	8.12532489154854e-05
YOR261C	1.9180954625934	9.36311806426107	3.95636845140759e-06	8.1573673185129e-05
YDL110C	1.61487278882028	8.7416914071333	3.9784628798626e-06	8.17173250076722e-05
YNL007C	2.25053175913149	10.096281749132	4.00223018508568e-06	8.18501693124861e-05
YFR053C	1.43651627143463	10.8728442109178	4.01944325297212e-06	8.18501693124861e-05
YDL237W	-1.73352001633397	6.76523200947098	4.03038597503171e-06	8.18501693124861e-05
YDR119W-A	1.40945892493055	10.1971333055013	4.12215616243025e-06	8.34003280503679e-05
YNL256W	-1.58664207358606	5.86331146546644	4.29848148149293e-06	8.66432722500926e-05
YKL070W	-2.29746363167127	5.6726317360942	4.31818683721515e-06	8.67168970060826e-05
YMR088C	-2.14383416049006	8.52506363614157	4.39323307038021e-06	8.78972038747922e-05
YNCC0012C	-4.09439925044479	8.44818631613995	4.41370850798133e-06	8.7981008708912e-05
YGL173C	1.18353436321656	8.96841921319938	4.4551317591338e-06	8.84802270692677e-05
YBR218C	1.52924268614961	7.70134287734354	4.57825390460275e-06	9.05924087643373e-05
YOR092W	1.33899323135013	8.01714062931134	4.64635786548342e-06	9.16044714939467e-05
YIR043C	-1.70462779630105	5.94561105844078	4.66422077944722e-06	9.16222569111778e-05
YML026C	-1.40027821851952	7.32866893864052	4.88837335223385e-06	9.56775103216206e-05
YPR149W	1.60283892766847	9.86887476372673	5.01168458125874e-06	9.77368956966054e-05
YDR074W	1.13961155043243	9.12794793522506	5.06631803283616e-06	9.84469424941761e-05
YLR048W	-1.68912756601824	8.12522748797321	5.12341551040642e-06	9.91996078394821e-05
YKL204W	2.04682094216698	6.2159235368553	5.15664821948299e-06	9.9486477434454e-05
YDR400W	-2.53401928840688	5.57224116019157	5.23344862050149e-06	0.00010060885924537
YBR159W	-1.26291029012775	7.05485472398795	5.30273425451092e-06	0.000101579327811589
YER037W	1.57347809793447	7.76588788985311	5.40436840866247e-06	0.000103160417468532
YOR052C	1.27033667697052	9.28490615524318	5.56872866214554e-06	0.000105923493777853
YKL103C	1.7114575907921	8.47726363329387	5.60827843225702e-06	0.000106301474003693
YIR018C-A	2.41674733695596	4.81356377017808	5.78126842488657e-06	0.000109197244864466
YDL019C	1.15590380975445	8.3151847855942	5.84870063128588e-06	0.000110085995854377
YDR492W	-1.3951600382049	7.92502278097423	5.93680421981099e-06	0.000111356306928538
YOR185C	1.13971149188708	7.05990933033308	5.95865317098912e-06	0.000111379392490253
YMR296C	1.45068981204425	6.49125983888639	5.99056113172997e-06	0.000111589693908984
YDR519W	-1.64145520569057	5.64785212762497	6.08620452208162e-06	0.000112981707313694
YLR039C	-1.43289263274891	6.6408516264789	6.17783475143553e-06	0.000113698175351502
YKR039W	-1.34555854333017	10.6618802260659	6.18699161105822e-06	0.000113698175351502
YJR120W	1.84150518619649	6.81046538881032	6.20619605300836e-06	0.000113698175351502
YMR186W	1.38887032123244	11.2379065253119	6.20898958324566e-06	0.000113698175351502
YDR379C-A	1.44643351502781	7.1754629028347	6.27019157322453e-06	0.000114390241165052
YOR027W	1.26822959407163	8.64048326323001	6.2968626118373e-06	0.000114390241165052
YBR177C	1.22572729794266	7.41180373451707	6.31030949040828e-06	0.000114390241165052
YNL155W	1.6353548592586	7.14320897223716	6.39155625518386e-06	0.000115439961332227
YHR140W	1.57298009529512	6.03831648895557	6.41095675669533e-06	0.000115439961332227
YER073W	1.50231663217585	5.58523406468132	6.44344930140419e-06	0.000115560064354038
YGR086C	1.091248561345	8.95719588612204	6.4604108542983e-06	0.000115560064354038
YKR015C	1.86554203352473	6.31753976049533	6.57556370255064e-06	0.000117231667066596
YNL103W	2.35072276872703	7.79301824095083	6.61030311255519e-06	0.000117463346756655
YLR342W-A	2.1818105569619	5.61682446252262	6.65758318238597e-06	0.000117642376309935
YMR141C	2.22526132851913	5.45474885597678	6.66393320082196e-06	0.000117642376309935
YAL060W	1.76324685679058	8.20299288150175	6.69975808946775e-06	0.00011788955439513
YDR461C-A	1.93882675323498	5.60482143733115	6.97052455628854e-06	0.000122255758613866
YEL073C	-6.77365477807846	3.96007395775853	7.06554996078916e-06	0.00012352136209768
YNL287W	-1.33780504376679	7.05985449768475	7.2415509717573e-06	0.000125894304942255
YJR039W	1.46043226772627	6.44603658258544	7.24789500870815e-06	0.000125894304942255
YPR194C	-2.52235786089687	11.2654325123244	7.2791936908946e-06	0.000126032706148117
YDL085C-A	3.10843244158954	4.14572606881368	7.31432602774847e-06	0.000126236387226509
YPL186C	1.99974820315619	8.76439638401691	7.34839068734115e-06	0.000126420402844003
YDL130W-A	2.4561423852084	9.28314411322939	7.44846183475648e-06	0.000127225290600875
YAL034C	1.5065203528037	7.28229759892994	7.45361148173938e-06	0.000127225290600875
